Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Current_Age
Hyundai Grand i10 AT Asta,Coimbatore,2015,61717,Petrol,Automatic,First,18.9,1197.0,103.6,5.0,5.57,9
Hyundai Xcent 1.2 CRDi S,Jaipur,2018,25302,Diesel,Manual,First,25.4,1186.0,73.97,5.0,5.9,6
Hyundai Creta 1.6 VTVT S,Coimbatore,2016,47016,Petrol,Manual,First,15.29,1591.0,121.3,5.0,9.43,8
Hyundai i10 Sportz,Bangalore,2010,69000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.9,14
Honda Brio S MT,Delhi,2016,32700,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.68,8
Toyota Fortuner 4x2 AT,Coimbatore,2015,101337,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,21.67,9
Audi A4 2.0 TDI Multitronic,Ahmedabad,2011,59000,Diesel,Automatic,First,16.55,1968.0,140.0,5.0,12.5,13
Toyota Innova Crysta 2.8 ZX AT,Kochi,2018,41736,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,19.92,6
Honda City i DTEC VX,Jaipur,2014,71649,Diesel,Manual,First,25.1,1498.0,98.6,5.0,6.75,10
Honda City i DTEC VX,Kochi,2015,80606,Diesel,Manual,First,25.1,1498.0,98.6,5.0,6.96,9
Renault KWID 1.0 RXT Optional,Jaipur,2017,63262,Petrol,Manual,First,21.7,999.0,103.6,5.0,3.25,7
Maruti Swift DDiS ZDI Plus,Hyderabad,2018,5456,Diesel,Manual,First,28.4,1248.0,103.6,5.0,8.65,6
Maruti Celerio VXI Optional AMT,Pune,2017,7500,Petrol,Automatic,First,23.1,998.0,67.04,5.0,5.0,7
Mahindra XUV500 W8 2WD,Delhi,2011,66000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,5.5,13
Hyundai i10 Magna,Jaipur,2010,66770,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,2.6,14
Hyundai i10 Magna 1.1,Kochi,2014,58472,Petrol,Manual,First,19.81,1086.0,68.05,5.0,3.41,10
Maruti Dzire VXI,Kolkata,2011,46687,Petrol,Manual,First,22.0,1197.0,81.8,5.0,2.7,13
Maruti Grand Vitara AT,Chennai,2008,77000,Petrol,Automatic,Fourth & Above,9.7,1995.0,163.5,5.0,5.5,16
Audi TT 40 TFSI,Kolkata,2012,7000,Petrol,Automatic,First,14.33,1984.0,226.6,4.0,35.0,12
Mercedes-Benz New C-Class C 200 CGI,Mumbai,2011,48000,Petrol,Automatic,Second,14.74,1991.0,184.0,5.0,9.75,13
Nissan Sunny 2011-2014 Diesel XV,Mumbai,2013,47000,Diesel,Manual,First,21.64,1461.0,84.8,5.0,4.25,11
Maruti Wagon R LXI,Ahmedabad,2015,51530,Petrol,Manual,First,18.9,998.0,67.1,5.0,3.2,9
Maruti Swift Dzire ZDI,Bangalore,2014,25789,Diesel,Manual,Second,23.4,1248.0,103.6,5.0,6.85,10
Honda Amaze S i-Dtech,Delhi,2015,48000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,4.5,9
Maruti Swift ZDI,Delhi,2012,52000,Diesel,Manual,First,28.4,1248.0,103.6,5.0,3.55,12
Mahindra Scorpio LX 2.6 Turbo,Hyderabad,2008,131000,Diesel,Manual,First,10.5,2609.0,120.0,7.0,3.6,16
Mercedes-Benz E-Class E250 CDI Avantgrade,Kochi,2015,42076,Diesel,Automatic,First,13.0,2143.0,201.1,5.0,21.8,9
Toyota Fortuner 4x2 Manual,Mumbai,2012,76000,Diesel,Manual,Second,13.0,2982.0,168.5,7.0,13.5,12
Datsun redi-GO T Option,Bangalore,2016,20487,Petrol,Manual,First,22.7,799.0,53.64,5.0,2.66,8
Honda City V MT,Delhi,2010,43000,Petrol,Manual,Second,16.8,1497.0,116.3,5.0,3.75,14
Toyota Camry Hybrid,Pune,2018,17000,Petrol,Automatic,First,19.16,2494.0,158.2,5.0,32.0,6
Honda City i DTec V,Coimbatore,2016,60805,Diesel,Manual,First,26.0,1498.0,98.6,5.0,8.07,8
Volkswagen Jetta 2012-2014 2.0L TDI Trendline,Kochi,2012,58775,Diesel,Manual,First,19.33,1968.0,138.1,5.0,5.64,12
Audi A6 2011-2015 2.0 TDI,Hyderabad,2013,70181,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,23.99,11
Maruti Ertiga VDI,Coimbatore,2016,85827,Diesel,Manual,First,20.77,1248.0,88.76,7.0,7.5,8
Mercedes-Benz New C-Class C 220 CDI Style,Jaipur,2016,58205,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,27.0,8
Maruti Swift Dzire Vdi BSIV,Mumbai,2008,91000,Diesel,Manual,Second,19.3,1248.0,73.9,5.0,2.85,16
Renault Duster 110PS Diesel RxZ Pack,Pune,2012,74000,Diesel,Manual,First,19.01,1461.0,108.45,5.0,6.35,12
Maruti Ritz VDi,Hyderabad,2010,79324,Diesel,Manual,First,21.1,1248.0,73.9,5.0,3.3,14
Maruti Swift Dzire VXI,Bangalore,2013,38623,Petrol,Manual,First,19.1,1197.0,85.8,5.0,5.0,11
Maruti Swift ZDi,Coimbatore,2014,59923,Diesel,Manual,First,22.9,1248.0,103.6,5.0,6.46,10
Hyundai EON Sportz,Jaipur,2017,23360,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.75,7
Maruti Zen VXI BSII,Kochi,2003,61495,Petrol,Manual,Third,17.3,993.0,103.6,5.0,1.52,21
Maruti Eeco 7 Seater Standard,Coimbatore,2012,56661,Petrol,Manual,First,15.1,1196.0,103.6,7.0,3.61,12
Audi Q5 30 TDI quattro Premium,Coimbatore,2017,40318,Diesel,Automatic,First,14.16,1968.0,174.3,5.0,43.74,7
Audi Q3 2.0 TDI,Chennai,2014,60000,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,20.0,10
Maruti Swift Dzire VDi,Hyderabad,2010,130000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,3.65,14
Tata Sumo DX,Mumbai,2013,20000,Diesel,Manual,First,14.07,1978.0,83.1,10.0,5.25,11
BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Hyderabad,2016,76000,Diesel,Automatic,First,15.97,2993.0,258.0,7.0,58.0,8
Honda City i-VTEC CVT VX,Mumbai,2015,30000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,8.65,9
Tata Indigo eCS eLX BS IV,Delhi,2015,150000,Diesel,Manual,First,25.0,1396.0,69.01,5.0,2.5,9
Volkswagen Vento TSI,Chennai,2014,28000,Petrol,Automatic,First,16.93,1197.0,103.6,5.0,7.75,10
Maruti Celerio VXI,Bangalore,2015,74000,Petrol,Manual,First,23.1,998.0,67.04,5.0,4.15,9
Toyota Fortuner 3.0 Diesel,Delhi,2011,75000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,10.85,13
Mitsubishi Outlander 2.4,Delhi,2010,76000,Petrol,Automatic,Second,11.3,2360.0,170.0,5.0,5.53,14
Volkswagen Jetta 2007-2011 1.9 Highline TDI,Pune,2014,64889,Diesel,Automatic,First,15.5,1896.0,105.0,5.0,11.5,10
Hyundai Creta 1.6 CRDi SX,Kolkata,2015,43000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,9.25,9
Skoda Fabia 1.2 MPI Ambiente Petrol,Pune,2011,47490,Petrol,Manual,First,17.5,1198.0,103.6,5.0,2.29,13
Ford EcoSport 1.5 TDCi Titanium,Chennai,2015,80000,Diesel,Manual,First,22.77,1498.0,98.59,5.0,7.0,9
Maruti Zen Estilo 1.1 LXI BSIII,Bangalore,2007,60000,Petrol,Manual,Second,18.2,1061.0,103.6,5.0,1.65,17
Maruti Ciaz 1.4 Delta,Ahmedabad,2017,6006,Petrol,Manual,First,20.73,1373.0,91.1,5.0,8.25,7
Mercedes-Benz New C-Class C 200 Avantgarde Edition C,Kochi,2011,71703,Petrol,Automatic,First,14.74,1991.0,181.03,5.0,9.14,13
Honda Amaze SX i-VTEC,Hyderabad,2016,33000,Petrol,Manual,First,17.8,1198.0,86.7,5.0,6.5,8
Renault Duster 85PS Diesel RxL,Jaipur,2015,91000,Diesel,Manual,First,19.87,1461.0,83.8,5.0,5.75,9
Volkswagen Polo Petrol Highline 1.2L,Kolkata,2011,43000,Petrol,Manual,Second,16.47,1198.0,73.9,5.0,2.1,13
Hyundai Creta 1.6 SX Plus Diesel,Coimbatore,2017,63770,Diesel,Manual,First,19.67,1582.0,126.2,5.0,13.55,7
Jaguar XF Diesel,Kolkata,2012,43510,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,20.5,12
Jeep Compass 2.0 Limited 4X4,Mumbai,2017,52000,Diesel,Manual,First,16.3,1956.0,170.0,5.0,20.0,7
Land Rover Range Rover Evoque 2.0 TD4 HSE Dynamic,Kochi,2018,31427,Diesel,Automatic,First,15.68,1999.0,177.0,5.0,59.72,6
Maruti Baleno Alpha Diesel,Kolkata,2016,29000,Diesel,Manual,First,27.39,1248.0,103.6,5.0,6.5,8
Maruti Ciaz ZDi SHVS,Ahmedabad,2016,56000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,7.5,8
Maruti SX4 Vxi BSIII,Jaipur,2007,76000,Petrol,Manual,Second,15.0,1586.0,104.68,5.0,2.15,17
Hyundai Elantra CRDi SX,Coimbatore,2015,53615,Diesel,Manual,First,22.7,1582.0,126.24,5.0,8.44,9
Mitsubishi Pajero Sport 4X4,Bangalore,2013,132000,Diesel,Manual,First,13.5,2477.0,175.56,7.0,12.49,11
Volkswagen Ameo 1.2 MPI Comfortline,Pune,2017,14800,Petrol,Manual,First,17.0,1198.0,73.75,5.0,5.48,7
Maruti Ritz VXi,Hyderabad,2013,35433,Petrol,Manual,First,18.5,1197.0,85.8,5.0,4.2,11
Hyundai Verna CRDi SX,Hyderabad,2013,82966,Diesel,Manual,First,16.8,1493.0,110.0,5.0,7.2,11
Maruti Swift Dzire Tour LDI,Jaipur,2014,96000,Diesel,Manual,First,23.4,1248.0,103.6,5.0,4.8,10
Mahindra KUV 100 mFALCON D75 K6,Kochi,2017,39528,Diesel,Manual,First,25.32,1198.0,103.6,6.0,5.83,7
Toyota Innova Crysta 2.4 ZX MT,Coimbatore,2018,92056,Diesel,Manual,First,13.68,2393.0,147.8,7.0,18.39,6
Maruti Baleno Delta 1.2,Pune,2016,14930,Petrol,Manual,First,21.4,1197.0,83.1,5.0,5.85,8
Honda Jazz VX Diesel,Mumbai,2016,38000,Diesel,Manual,First,27.3,1498.0,98.6,5.0,6.21,8
Hyundai i20 1.2 Asta,Delhi,2013,71000,Petrol,Manual,First,17.0,1197.0,103.6,5.0,3.65,11
Hyundai i20 Sportz Diesel,Delhi,2012,71000,Diesel,Manual,First,23.0,1396.0,103.6,5.0,3.7,12
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Pune,2015,50000,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,30.0,9
Hyundai Xcent 1.2 Kappa Base,Kochi,2016,48163,Petrol,Manual,First,19.1,1197.0,103.6,5.0,4.85,8
Hyundai Grand i10 AT Asta,Coimbatore,2017,19168,Petrol,Automatic,First,18.9,1197.0,103.6,5.0,6.93,7
Maruti Alto 800 VXI,Kolkata,2016,26000,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.6,8
Chevrolet Sail Hatchback 1.2 LS,Kolkata,2014,37400,Petrol,Manual,First,18.2,1199.0,82.5,5.0,1.89,10
Mercedes-Benz C-Class Progressive C 220d,Mumbai,2018,8682,Diesel,Automatic,First,0.0,1950.0,194.0,5.0,39.5,6
Skoda Superb Elegance 1.8 TSI AT,Mumbai,2012,95000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,10.0,12
Audi A4 2.0 TDI,Kolkata,2009,34000,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,9.95,15
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Mumbai,2014,95000,Diesel,Manual,Second,12.8,2494.0,102.0,8.0,9.45,10
Mercedes-Benz CLA 200 CDI Sport,Coimbatore,2017,13689,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,28.25,7
Hyundai i10 Era,Jaipur,2008,84000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,1.8,16
Maruti Swift Dzire VXi,Kolkata,2008,47000,Petrol,Manual,Second,17.5,1298.0,85.8,5.0,1.4,16
Skoda Rapid 1.5 TDI AT Ambition,Ahmedabad,2015,60001,Diesel,Automatic,First,21.66,1498.0,103.52,5.0,7.25,9
Maruti Ritz VDi,Hyderabad,2012,96000,Diesel,Manual,First,21.1,1248.0,73.9,5.0,3.6,12
Hyundai Accent GLS 1.6,Jaipur,2004,47300,Petrol,Manual,Second,14.4,1599.0,103.6,5.0,1.2,20
Honda Amaze SX i-VTEC,Coimbatore,2014,28246,Petrol,Manual,Second,17.8,1198.0,86.7,5.0,4.94,10
Maruti Wagon R LXI,Delhi,2007,65000,Petrol,Manual,Second,18.9,998.0,67.1,5.0,1.25,17
Volkswagen Polo Diesel Comfortline 1.2L,Chennai,2013,68000,Diesel,Manual,Second,22.07,1199.0,73.9,5.0,4.8,11
Ford Endeavour 2.2 Trend AT 4X2,Kochi,2019,11209,Diesel,Automatic,First,12.62,2198.0,158.0,7.0,31.15,5
Hyundai i20 1.2 Sportz,Pune,2011,41980,Petrol,Manual,Second,17.0,1197.0,103.6,5.0,3.3,13
Chevrolet Beat Diesel PS,Bangalore,2012,65000,Diesel,Manual,First,25.44,936.0,57.6,5.0,2.4,12
Honda Civic 2010-2013 1.8 V MT,Kolkata,2010,38000,Petrol,Manual,First,14.8,1799.0,130.2,5.0,2.0,14
Maruti Wagon R VXI BS IV,Pune,2014,51000,Petrol,Manual,First,20.51,998.0,67.04,5.0,3.1,10
Skoda Rapid 1.6 MPI Ambition Plus,Kochi,2014,33855,Petrol,Manual,First,15.0,1598.0,103.6,5.0,5.09,10
Maruti Baleno Vxi - BSIII,Pune,2006,146000,Petrol,Manual,Second,15.4,1590.0,103.6,5.0,1.05,18
Ford EcoSport 1.5 TDCi Titanium,Bangalore,2015,47037,Diesel,Manual,Second,22.77,1498.0,98.59,5.0,7.0,9
Hyundai Accent GLE,Ahmedabad,2010,58000,Petrol,Manual,Second,13.2,1495.0,103.6,5.0,2.5,14
BMW 5 Series 520d Luxury Line,Mumbai,2012,61240,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,17.5,12
Maruti Alto K10 2010-2014 VXI,Chennai,2011,91211,Petrol,Manual,First,20.92,998.0,67.1,5.0,2.1,13
Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Bangalore,2013,84000,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,17.75,11
Toyota Corolla H4,Bangalore,2005,67000,Petrol,Automatic,Second,11.3,1794.0,125.0,5.0,2.45,19
Volvo XC60 D5,Pune,2011,106976,Diesel,Automatic,First,13.5,2400.0,215.0,5.0,13.8,13
Honda Jazz 1.5 VX i DTEC,Kolkata,2016,27210,Diesel,Manual,First,27.3,1498.0,98.6,5.0,5.85,8
Maruti Ciaz 1.3 Alpha,Delhi,2017,26322,Diesel,Manual,First,28.09,1248.0,88.5,5.0,8.9,7
Maruti Swift VXI BSIV,Mumbai,2016,9107,Petrol,Manual,First,20.4,1197.0,81.8,5.0,5.15,8
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Kochi,2015,63983,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,16.56,9
Maruti Wagon R VXI Minor,Chennai,2010,134000,Petrol,Manual,Second,18.9,1061.0,103.6,5.0,1.65,14
Mercedes-Benz A Class A180 Sport,Pune,2015,11000,Petrol,Automatic,First,15.5,1595.0,120.7,5.0,16.0,9
Hyundai Santro Xing GL,Pune,2008,93000,Petrol,Manual,First,0.0,1086.0,103.6,5.0,1.45,16
Maruti Swift Dzire AMT ZDI,Coimbatore,2017,24852,Diesel,Automatic,First,26.59,1248.0,103.6,5.0,8.08,7
Hyundai Grand i10 AT Asta,Pune,2014,37632,Petrol,Automatic,First,18.9,1197.0,103.6,5.0,4.5,10
Nissan Sunny 2011-2014 XV Special Edition,Chennai,2013,55000,Petrol,Manual,Second,16.95,1498.0,97.7,5.0,4.3,11
Maruti A-Star Lxi,Hyderabad,2010,81448,Petrol,Manual,First,19.0,998.0,66.1,5.0,2.6,14
Renault KWID RXT Optional,Hyderabad,2018,1900,Petrol,Manual,First,25.17,799.0,53.3,5.0,4.45,6
Hyundai Verna 1.6 SX VTVT (O) AT,Coimbatore,2012,54957,Petrol,Automatic,First,17.1,1591.0,121.4,5.0,5.37,12
Maruti Wagon R LXI Minor,Chennai,2008,55000,Petrol,Manual,Second,18.9,1061.0,103.6,5.0,1.75,16
BMW 3 Series 320d Sport Line,Kolkata,2013,21983,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,16.5,11
BMW 5 Series 2003-2012 520d,Delhi,2013,76000,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,19.0,11
Tata Indigo CS eVX,Jaipur,2016,65000,Diesel,Manual,First,25.0,1396.0,69.01,5.0,2.8,8
Hyundai i20 Sportz 1.4 CRDi,Hyderabad,2015,26000,Diesel,Manual,First,22.54,1396.0,88.73,5.0,6.2,9
Maruti Omni E MPI STD BS IV,Kochi,2019,11571,Petrol,Manual,First,16.8,796.0,34.2,8.0,3.8,5
Maruti Swift ZDi,Hyderabad,2014,81000,Diesel,Manual,First,25.2,1248.0,103.6,5.0,6.1,10
Ford Ecosport Signature Edition Diesel,Coimbatore,2019,23154,Diesel,Manual,First,23.0,1498.0,98.96,5.0,11.65,5
Honda Brio VX AT,Mumbai,2014,26856,Petrol,Automatic,First,16.5,1198.0,86.8,5.0,4.15,10
Toyota Innova Crysta 2.4 GX MT,Chennai,2017,67489,Diesel,Manual,First,13.68,2393.0,147.8,7.0,16.5,7
Mahindra Scorpio 2.6 LX,Bangalore,2008,176000,Diesel,Manual,Second,10.5,2179.0,120.0,8.0,4.3,16
Hyundai i20 1.2 Magna,Kolkata,2010,18000,Petrol,Manual,First,18.5,1197.0,103.6,5.0,2.25,14
Hyundai Verna 1.6 SX,Ahmedabad,2014,63003,Diesel,Manual,First,22.32,1582.0,126.32,5.0,6.75,10
Mahindra XUV500 W6 2WD,Chennai,2014,80000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,9.4,10
Volkswagen Vento 1.5 TDI Comfortline,Coimbatore,2014,56658,Diesel,Manual,First,20.64,1498.0,108.5,5.0,5.39,10
Maruti Swift Dzire VDI Optional,Kochi,2019,18592,Diesel,Manual,First,26.59,1248.0,103.6,5.0,8.51,5
Tata Manza Aura Safire BS IV,Pune,2010,75695,Petrol,Manual,First,13.7,1368.0,88.8,5.0,1.85,14
Maruti Swift VDI,Kolkata,2012,82000,Diesel,Manual,Second,22.9,1248.0,103.6,5.0,2.5,12
Volkswagen Polo Diesel Highline 1.2L,Chennai,2013,60000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,4.75,11
Honda City 1.5 V MT,Pune,2009,138000,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,3.5,15
Hyundai i20 Asta (o) 1.4 CRDi (Diesel),Bangalore,2014,67000,Diesel,Manual,First,23.0,1396.0,103.6,5.0,5.5,10
Honda City 1.5 V MT,Coimbatore,2012,42750,Petrol,Manual,First,17.0,1497.0,118.0,5.0,6.33,12
Chevrolet Beat Diesel,Kochi,2014,52398,Diesel,Manual,First,25.44,936.0,57.6,5.0,2.47,10
Chevrolet Spark 1.0 LS,Kochi,2014,36657,Petrol,Manual,First,16.2,995.0,62.1,5.0,3.3,10
Tata New Safari DICOR 2.2 EX 4x2,Delhi,2011,77000,Diesel,Manual,Second,11.57,2179.0,138.1,7.0,3.5,13
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,Delhi,2014,85000,Diesel,Automatic,First,11.3,2987.0,254.8,7.0,38.75,10
BMW 5 Series 2003-2012 530d Highline,Pune,2008,112500,Diesel,Automatic,First,11.5,2993.0,235.0,5.0,7.99,16
Toyota Fortuner 2.8 4WD MT,Kochi,2013,105072,Diesel,Manual,First,14.24,2755.0,174.5,7.0,13.28,11
BMW X1 sDrive 18i,Pune,2012,80000,Petrol,Automatic,First,11.25,1995.0,150.0,5.0,9.5,12
Renault Captur 1.5 Diesel Platine Mono,Kochi,2019,3102,Diesel,Manual,First,20.37,1461.0,108.45,5.0,14.01,5
Hyundai Xcent 1.1 CRDi S,Coimbatore,2016,14656,Diesel,Manual,First,24.4,1120.0,103.6,5.0,6.99,8
BMW 3 Series 320d,Hyderabad,2010,105000,Diesel,Automatic,Second,13.2,1995.0,170.0,5.0,11.0,14
BMW 5 Series 2010-2013 525i,Hyderabad,2008,61000,Petrol,Automatic,Second,10.8,2497.0,215.0,5.0,11.0,16
Nissan Micra XE,Pune,2010,85046,Petrol,Manual,Second,18.06,1198.0,103.6,5.0,2.3,14
Jaguar XF 2.2 Litre Luxury,Delhi,2014,48000,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,26.5,10
Land Rover Range Rover TDV8 (Diesel),Bangalore,2011,55000,Diesel,Automatic,First,10.2,4367.0,308.0,7.0,67.0,13
Jeep Compass 1.4 Limited Option,Mumbai,2017,4000,Petrol,Automatic,First,16.0,1368.0,160.0,5.0,17.75,7
Honda CR-V 2.4 AT,Delhi,2010,94000,Petrol,Automatic,Second,10.1,2354.0,152.0,5.0,4.8,14
Maruti Swift VXI,Coimbatore,2013,61110,Petrol,Manual,First,18.6,1197.0,85.8,5.0,4.57,11
Hyundai Xcent 1.1 CRDi S,Chennai,2016,80000,Diesel,Manual,First,24.4,1120.0,103.6,5.0,3.5,8
Nissan Terrano XV Premium 110 PS,Kochi,2015,43190,Diesel,Manual,First,19.01,1461.0,108.5,5.0,7.61,9
Audi A4 35 TDI Technology,Hyderabad,2015,45000,Diesel,Automatic,First,18.25,1968.0,187.74,5.0,25.0,9
Hyundai Grand i10 Asta Option,Coimbatore,2016,44178,Petrol,Manual,First,18.9,1197.0,103.6,5.0,5.88,8
Toyota Innova 2.5 G (Diesel) 8 Seater,Hyderabad,2015,84415,Diesel,Manual,First,12.99,2494.0,100.6,8.0,13.5,9
Hyundai i20 1.2 Magna,Kolkata,2015,35000,Petrol,Manual,First,18.5,1197.0,103.6,5.0,4.6,9
Ford EcoSport 1.5 TDCi Titanium,Kolkata,2013,44000,Diesel,Manual,First,22.77,1498.0,98.59,5.0,4.9,11
Honda City 1.5 S MT,Hyderabad,2012,67635,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.25,12
Ford EcoSport 1.5 Petrol Titanium Plus AT,Coimbatore,2018,18385,Petrol,Automatic,First,14.8,1497.0,121.36,5.0,12.41,6
Volkswagen Polo Diesel Highline 1.2L,Kolkata,2014,35000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,3.8,10
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Mumbai,2010,49000,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,8.95,14
Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2013,69000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,7.2,11
Tata Indigo GLE,Hyderabad,2017,23228,Petrol,Manual,First,14.4,1396.0,103.6,5.0,4.5,7
Maruti Swift Dzire LDI,Delhi,2014,68462,Diesel,Manual,First,26.59,1248.0,103.6,5.0,4.15,10
Maruti S-Cross Zeta DDiS 200 SH,Coimbatore,2016,74611,Diesel,Manual,First,25.1,1248.0,88.5,5.0,7.94,8
Renault Duster 110PS Diesel RxZ Pack,Pune,2014,90000,Diesel,Manual,First,19.01,1461.0,108.45,5.0,7.25,10
Maruti Wagon R VXI,Delhi,2016,22000,Petrol,Manual,First,18.9,998.0,67.1,5.0,3.7,8
Hyundai Santro Xing GL,Hyderabad,2010,58163,Petrol,Manual,First,0.0,1086.0,103.6,5.0,2.45,14
Chevrolet Beat Diesel LT,Chennai,2011,109500,Diesel,Manual,Third,25.44,936.0,57.6,5.0,1.5,13
Mahindra XUV500 W4 1.99 mHawk,Delhi,2017,13363,Diesel,Manual,First,16.0,1997.0,140.0,7.0,12.0,7
Hyundai i10 Era 1.1,Delhi,2012,51000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,2.2,12
Tata New Safari DICOR 2.2 EX 4x4,Hyderabad,2007,103000,Diesel,Manual,First,13.93,2179.0,138.0,7.0,3.6,17
Hyundai i10 Sportz,Kolkata,2009,43002,Petrol,Manual,First,20.36,1197.0,78.9,5.0,1.92,15
Toyota Innova Crysta 2.8 ZX AT,Bangalore,2016,108000,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,20.5,8
Skoda Laura Elegance MT,Jaipur,2010,82407,Diesel,Manual,First,17.5,1896.0,106.0,5.0,4.25,14
Hyundai Grand i10 Sportz,Kolkata,2013,29000,Petrol,Manual,First,18.9,1197.0,103.6,5.0,3.2,11
Maruti Swift Dzire VDI,Kolkata,2014,45000,Diesel,Manual,First,23.4,1248.0,103.6,5.0,3.85,10
Hyundai i20 Asta 1.4 CRDi (Diesel),Kochi,2010,93401,Diesel,Manual,First,23.0,1396.0,103.6,5.0,3.48,14
Ford Figo 2015-2019 1.5D Trend MT,Hyderabad,2017,95802,Diesel,Manual,Second,25.83,1498.0,103.6,5.0,4.55,7
Maruti Ertiga VDI,Pune,2016,130000,Diesel,Manual,First,25.47,1248.0,88.5,7.0,7.0,8
Maruti Ertiga ZDI,Ahmedabad,2013,67443,Diesel,Manual,First,20.77,1248.0,88.8,7.0,5.75,11
Honda City 1.5 V AT Sunroof,Kochi,2016,47681,Petrol,Automatic,First,16.8,1497.0,116.3,5.0,8.73,8
Maruti Alto LXi BSIII,Hyderabad,2009,35000,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.7,15
Ford Endeavour 3.2 Titanium AT 4X4,Hyderabad,2016,68000,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,29.5,8
Maruti Vitara Brezza ZDi Plus,Kochi,2019,34688,Diesel,Manual,First,24.3,1248.0,88.5,5.0,10.49,5
Porsche Boxster S tiptronic,Kolkata,2015,10512,Petrol,Automatic,First,8.6,2706.0,265.0,2.0,64.0,9
Maruti Swift ZDi,Pune,2016,58000,Diesel,Manual,First,22.9,1248.0,103.6,5.0,7.55,8
Tata Zest Revotron 1.2 XT,Mumbai,2014,40000,Petrol,Manual,First,17.57,1193.0,88.7,5.0,3.95,10
Hyundai i20 1.2 Sportz Option,Bangalore,2010,61000,Petrol,Manual,Fourth & Above,17.0,1197.0,103.6,5.0,3.25,14
Skoda Fabia 1.4 TDI Active,Mumbai,2009,86000,Diesel,Manual,First,19.4,1422.0,103.6,5.0,2.75,15
Toyota Corolla Altis D-4D J,Kolkata,2015,45000,Diesel,Manual,First,21.43,1364.0,87.2,5.0,7.35,9
Volkswagen Ameo 1.2 MPI Comfortline,Ahmedabad,2017,55000,Petrol,Manual,First,17.0,1198.0,73.75,5.0,4.7,7
Hyundai Creta 1.6 VTVT S,Kochi,2016,36855,Petrol,Manual,Second,15.29,1591.0,121.3,5.0,8.77,8
Hyundai i10 Magna 1.2,Kochi,2013,46821,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.42,11
Chevrolet Beat LS,Kolkata,2015,120000,Petrol,Manual,First,18.6,1199.0,76.8,5.0,2.5,9
Jaguar XF 3.0 Litre S Premium Luxury,Kolkata,2012,29000,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,20.0,12
Nissan Terrano XL,Mumbai,2014,40000,Petrol,Manual,First,13.24,1598.0,102.5,5.0,5.25,10
Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Delhi,2013,60000,Diesel,Automatic,Second,15.73,1968.0,174.33,5.0,14.5,11
